timestamp,seq,device_ms,vibration,adxl_ax,adxl_ay,adxl_az,imu1_roll_deg,imu1_pitch_deg,imu1_total_tilt_deg,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,imu2_roll_deg,imu2_pitch_deg,imu2_total_tilt_deg,distance_cm,mq2_raw,temperature,humidity,buzzer
2026-08-23T06:15:04.626562Z,345,1723304,0,-0.863,-10.63,1.569,1.42,-0.1,1.42,-1.152,1.082,10.235,0.022,-0.029,-0.023,0.12,0.07,0.14,21.03,100,24.1,73.0,0
2026-08-23T06:15:09.629341Z,346,1728304,0,-0.941,-10.827,1.334,0.05,0.24,0.24,-1.159,1.099,10.206,0.023,-0.029,-0.023,0.23,0.12,0.26,21.03,100,23.9,73.0,0
2026-08-23T06:15:14.629162Z,347,1733304,0,-0.981,-10.787,1.373,0.28,0.46,0.54,-1.173,1.101,10.247,0.023,-0.029,-0.022,0.22,0.18,0.28,21.03,100,23.8,73.0,0
2026-08-23T06:15:19.657296Z,348,1738304,0,-1.059,-10.827,1.373,0.25,0.85,0.89,-1.183,1.123,10.245,0.023,-0.03,-0.022,0.34,0.23,0.41,21.03,100,23.8,73.0,0
2026-08-23T06:15:24.629477Z,349,1743304,0,-0.981,-10.748,1.412,0.51,0.48,0.7,-1.171,1.07,10.226,0.024,-0.029,-0.022,0.06,0.18,0.19,21.44,100,23.8,73.0,0
2026-08-23T06:15:29.633803Z,350,1748304,0,-0.941,-10.748,1.334,0.1,0.27,0.29,-1.144,1.077,10.274,0.022,-0.029,-0.023,0.07,0.0,0.07,21.03,100,23.8,73.0,0
2026-08-23T06:15:34.656510Z,351,1753328,0,-0.981,-10.709,1.216,-0.5,0.51,0.71,-1.154,1.113,10.209,0.024,-0.029,-0.022,0.31,0.09,0.32,21.01,100,23.8,73.0,0
2026-08-23T06:15:39.678500Z,352,1758328,0,-0.902,-10.787,1.373,0.28,0.05,0.28,-1.164,1.082,10.269,0.023,-0.029,-0.023,0.1,0.11,0.15,21.03,100,23.8,73.0,0
2026-08-23T06:15:44.654547Z,353,1763330,0,-0.981,-10.827,1.334,0.05,0.45,0.45,-1.178,1.087,10.25,0.023,-0.029,-0.023,0.14,0.2,0.24,21.01,100,23.8,73.0,1
2026-08-23T06:15:49.693087Z,354,1768330,0,-0.981,-10.866,1.412,0.43,0.42,0.6,-1.154,1.087,10.285,0.023,-0.029,-0.022,0.12,0.05,0.13,21.03,100,23.8,73.0,1
